Country/Region,year,month_name,mean_cases
Cambodia,2022,November,138020.16666666666
Cambodia,2022,December,138350.83870967742
Cambodia,2023,January,138653.93548387097
Cambodia,2023,February,138705.10714285713
Cambodia,2023,March,138718.77777777778
Cameroon,2020,January,0.0
Cameroon,2020,February,0.0
Cameroon,2020,March,34.41935483870968
Cameroon,2020,April,1016.5666666666667
Cameroon,2020,May,3532.3870967741937
Cameroon,2020,June,9836.1
Cameroon,2020,July,15406.774193548386
Cameroon,2020,August,18394.354838709678
Cameroon,2020,September,20213.7
Cameroon,2020,October,21370.612903225807
Cameroon,2020,November,23007.0
Cameroon,2020,December,25446.612903225807
Cameroon,2021,January,27977.25806451613
Cameroon,2021,February,32532.85714285714
Cameroon,2021,March,40507.22580645161
Cameroon,2021,April,62876.0
Cameroon,2021,May,75880.2258064516
Cameroon,2021,June,79991.93333333333
Cameroon,2021,July,81352.7741935484
Cameroon,2021,August,82516.12903225806
Cameroon,2021,September,85311.4
Cameroon,2021,October,97887.96774193548
Cameroon,2021,November,105639.36666666667
Cameroon,2021,December,107933.45161290323
Cameroon,2022,January,111270.12903225806
Cameroon,2022,February,118321.82142857143
Cameroon,2022,March,119414.51612903226
Cameroon,2022,April,119724.93333333333
Cameroon,2022,May,119817.70967741935
Cameroon,2022,June,119968.26666666666
Cameroon,2022,July,120096.45161290323
Cameroon,2022,August,120832.74193548386
Cameroon,2022,September,121652.0
Cameroon,2022,October,122162.19354838709
Cameroon,2022,November,123920.2
Cameroon,2022,December,123993.0
Cameroon,2023,January,123993.0
Cameroon,2023,February,124105.25
Cameroon,2023,March,124392.0
Canada,2020,January,3.0
Canada,2020,February,11.620689655172415
Canada,2020,March,2349.2258064516127
Canada,2020,April,33868.26666666667
Canada,2020,May,76913.74193548386
Canada,2020,June,99407.8
Canada,2020,July,110284.12903225806
Canada,2020,August,122852.80645161291
Canada,2020,September,142803.96666666667
Canada,2020,October,198578.12903225806
Canada,2020,November,306070.43333333335
Canada,2020,December,488819.22580645164
Canada,2021,January,702546.5806451613
Canada,2021,February,830291.9642857143
Canada,2021,March,924907.9677419355
Canada,2021,April,1111608.7333333334
Canada,2021,May,1327615.9032258065
Canada,2021,June,1407801.9666666666
Canada,2021,July,1426807.677419355
Canada,2021,August,1463423.1935483871
Canada,2021,September,1566554.3666666667
Canada,2021,October,1681178.6129032257
Canada,2021,November,1759102.0666666667
Canada,2021,December,1916557.322580645
Canada,2022,January,2743170.64516129
Canada,2022,February,3211069.6071428573
Canada,2022,March,3393090.580645161
Canada,2022,April,3627838.3
Canada,2022,May,3836944.6774193547
Canada,2022,June,3924104.1333333333
Canada,2022,July,4024721.2580645164
Canada,2022,August,4148583.709677419
Canada,2022,September,4239319.466666667
Canada,2022,October,4325417.29032258
Canada,2022,November,4408078.666666667
Canada,2022,December,4475987.548387097
Canada,2023,January,4539605.419354838
Canada,2023,February,4585035.892857143
Canada,2023,March,4610464.555555556
Central African Republic,2020,January,0.0
Central African Republic,2020,February,0.0
Central African Republic,2020,March,1.3225806451612903
Central African Republic,2020,April,14.8
Central African Republic,2020,May,365.7741935483871
Central African Republic,2020,June,2358.8333333333335
Central African Republic,2020,July,4338.290322580645
Central African Republic,2020,August,4660.806451612903
Central African Republic,2020,September,4768.4
Central African Republic,2020,October,4854.774193548387
Central African Republic,2020,November,4893.733333333334
Central African Republic,2020,December,4936.322580645161
Central African Republic,2021,January,4972.741935483871
Central African Republic,2021,February,4995.892857142857
Central African Republic,2021,March,5054.645161290323
Central African Republic,2021,April,5766.8
Central African Republic,2021,May,6849.032258064516
Central African Republic,2021,June,7111.466666666666
Central African Republic,2021,July,7144.193548387097
Central African Republic,2021,August,10059.806451612903
Central African Republic,2021,September,11324.133333333333
Central African Republic,2021,October,11455.387096774193
Central African Republic,2021,November,11645.3
Central African Republic,2021,December,11924.161290322581
Central African Republic,2022,January,13105.870967741936
Central African Republic,2022,February,14128.75
Central African Republic,2022,March,14491.225806451614
Central African Republic,2022,April,14649.0
Central African Republic,2022,May,14649.0
Central African Republic,2022,June,14649.0
Central African Republic,2022,July,14702.225806451614
Central African Republic,2022,August,14809.0
Central African Republic,2022,September,14893.266666666666
Central African Republic,2022,October,15070.838709677419
Central African Republic,2022,November,15289.8
Central African Republic,2022,December,15318.741935483871
Central African Republic,2023,January,15356.354838709678
Central African Republic,2023,February,15368.0
Central African Republic,2023,March,15368.0
Chad,2020,January,0.0
Chad,2020,February,0.0
Chad,2020,March,1.1290322580645162
Chad,2020,April,26.566666666666666
Chad,2020,May,453.258064516129
Chad,2020,June,847.5666666666667
Chad,2020,July,891.5806451612904
Chad,2020,August,966.0967741935484
Chad,2020,September,1105.1666666666667
Chad,2020,October,1348.5806451612902
Chad,2020,November,1595.7666666666667
Chad,2020,December,1844.225806451613
Chad,2021,January,2802.5806451612902
Chad,2021,February,3673.535714285714
Chad,2021,March,4315.612903225807
Chad,2021,April,4681.766666666666
Chad,2021,May,4893.806451612903
Chad,2021,June,4944.166666666667
Chad,2021,July,4960.709677419355
Chad,2021,August,4982.677419354839
Chad,2021,September,5018.2
Chad,2021,October,5061.870967741936
Chad,2021,November,5106.933333333333
Chad,2021,December,5664.548387096775
Chad,2022,January,6660.064516129032
Chad,2022,February,7212.535714285715
Chad,2022,March,7273.903225806452
Chad,2022,April,7375.1
Chad,2022,May,7414.548387096775
Chad,2022,June,7420.633333333333
Chad,2022,July,7428.387096774193
Chad,2022,August,7464.8387096774195
Chad,2022,September,7560.966666666666
Chad,2022,October,7605.612903225807
Chad,2022,November,7635.433333333333
Chad,2022,December,7648.129032258064
Chad,2023,January,7651.225806451613
Chad,2023,February,7661.857142857143
Chad,2023,March,7678.333333333333
Chile,2020,January,0.0
Chile,2020,February,0.4827586206896552
Chile,2020,March,606.3225806451613
Chile,2020,April,9513.766666666666
Chile,2020,May,56874.67741935484
Chile,2020,June,209709.83333333334
Chile,2020,July,322180.6129032258
Chile,2020,August,385033.8387096774
Chile,2020,September,438237.4666666667
Chile,2020,October,488218.0
Chile,2020,November,531506.4
Chile,2020,December,578648.1935483871
Chile,2021,January,666513.2580645161
Chile,2021,February,776931.5714285715
Chile,2021,March,905230.5483870967
Chile,2021,April,1104154.8666666667
Chile,2021,May,1288215.7741935484
Chile,2021,June,1483929.4333333333
Chile,2021,July,1593165.1935483871
Chile,2021,August,1628953.7419354839
Chile,2021,September,1646018.6666666667
Chile,2021,October,1671186.5483870967
Chile,2021,November,1729378.9333333333
Chile,2021,December,1786945.3870967743
Chile,2022,January,1912884.6451612904
Chile,2022,February,2650879.1071428573
Chile,2022,March,3317340.870967742
Chile,2022,April,3523152.1666666665
Chile,2022,May,3617465.4516129033
Chile,2022,June,3852048.8666666667
Chile,2022,July,4124637.6129032257
Chile,2022,August,4388441.548387097
Chile,2022,September,4571739.133333334
Chile,2022,October,4684270.70967742
Chile,2022,November,4847117.833333333
Chile,2022,December,4977277.258064516
Chile,2023,January,5085746.0322580645
Chile,2023,February,5142821.785714285
Chile,2023,March,5180209.666666667
China,2020,January,3800.8
China,2020,February,56322.793103448275
China,2020,March,81135.35483870968
China,2020,April,83335.46666666666
China,2020,May,84041.58064516129
China,2020,June,84422.73333333334
China,2020,July,85656.06451612903
China,2020,August,89175.51612903226
China,2020,September,90248.36666666667
China,2020,October,90934.74193548386
China,2020,November,91960.2
China,2020,December,94579.32258064517
China,2021,January,97903.54838709677
China,2021,February,100584.71428571429
China,2021,March,101387.09677419355
China,2021,April,102155.16666666667
China,2021,May,102750.03225806452
China,2021,June,103427.5
China,2021,July,104298.64516129032
China,2021,August,106372.0
China,2021,September,107744.9
China,2021,October,108959.09677419355
China,2021,November,110679.06666666667
China,2021,December,112837.7741935484
China,2022,January,117955.16129032258
China,2022,February,162002.9642857143
China,2022,March,1025109.6774193548
China,2022,April,1373727.2333333334
China,2022,May,1430494.6451612904
China,2022,June,1450141.8333333333
China,2022,July,1522389.8064516129
China,2022,August,1672897.1612903227
China,2022,September,1925392.0333333334
China,2022,October,2095953.1612903227
China,2022,November,2293353.433333333
China,2022,December,2715719.3870967743
China,2023,January,3306228.2258064514
China,2023,February,3381700.714285714
China,2023,March,3381708.0
Colombia,2020,January,0.0
Colombia,2020,February,0.0
Colombia,2020,March,199.67741935483872
Colombia,2020,April,3390.133333333333
Colombia,2020,May,15877.870967741936
Colombia,2020,June,58196.933333333334
Colombia,2020,July,183234.03225806452
Colombia,2020,August,465020.77419354836
Colombia,2020,September,731711.8333333334
Colombia,2020,October,947650.8709677419
Colombia,2020,November,1199779.4
Colombia,2020,December,1470284.0967741935
Colombia,2021,January,1883049.8709677418
Colombia,2021,February,2191292.4285714286
Colombia,2021,March,2318120.870967742
Colombia,2021,April,2618929.566666667
Colombia,2021,May,3122168.64516129
Colombia,2021,June,3826129.4
Colombia,2021,July,4576765.354838709
Colombia,2021,August,4864733.70967742
Colombia,2021,September,4935040.366666666
Colombia,2021,October,4980115.29032258
Colombia,2021,November,5035429.5
Colombia,2021,December,5104030.129032258
Colombia,2022,January,5529796.451612903
Colombia,2022,February,6011525.392857143
Colombia,2022,March,6077643.0
Colombia,2022,April,6089219.966666667
Colombia,2022,May,6097029.096774193
Colombia,2022,June,6128279.233333333
Colombia,2022,July,6219488.096774193
Colombia,2022,August,6287232.225806451
Colombia,2022,September,6304980.8
Colombia,2022,October,6308584.870967742
Colombia,2022,November,6311615.566666666
Colombia,2022,December,6321981.741935484
Colombia,2023,January,6345504.419354838
Colombia,2023,February,6356052.892857143
Colombia,2023,March,6358423.333333333
Comoros,2020,January,0.0
Comoros,2020,February,0.0
Comoros,2020,March,0.0
Comoros,2020,April,0.03333333333333333
Comoros,2020,May,36.0
Comoros,2020,June,198.7
Comoros,2020,July,330.0967741935484
Comoros,2020,August,405.80645161290323
Comoros,2020,September,462.1
Comoros,2020,October,503.48387096774195
Comoros,2020,November,581.2
Comoros,2020,December,661.1935483870968
Comoros,2021,January,1660.8064516129032
Comoros,2021,February,3297.3214285714284
Comoros,2021,March,3641.4193548387098
Comoros,2021,April,3791.2
Comoros,2021,May,3862.6451612903224
Comoros,2021,June,3901.266666666667
Comoros,2021,July,3996.6774193548385
Comoros,2021,August,4041.9032258064517
Comoros,2021,September,4102.733333333334
Comoros,2021,October,4188.5161290322585
Comoros,2021,November,4394.133333333333
Comoros,2021,December,4935.903225806452
Comoros,2022,January,7609.322580645161
Comoros,2022,February,7981.25
Comoros,2022,March,8065.8387096774195
Comoros,2022,April,8099.666666666667
Comoros,2022,May,8111.096774193548
Comoros,2022,June,8130.933333333333
Comoros,2022,July,8222.935483870968
Comoros,2022,August,8383.451612903225
Comoros,2022,September,8463.4
Comoros,2022,October,8541.129032258064
Comoros,2022,November,8890.2
Comoros,2022,December,8976.90322580645
Comoros,2023,January,8988.09677419355
Comoros,2023,February,8994.75
Comoros,2023,March,9002.555555555555
Congo (Brazzaville),2020,January,0.0
Congo (Brazzaville),2020,February,0.0
Congo (Brazzaville),2020,March,3.129032258064516
Congo (Brazzaville),2020,April,113.96666666666667
Congo (Brazzaville),2020,May,390.48387096774195
Congo (Brazzaville),2020,June,848.6666666666666
Congo (Brazzaville),2020,July,2365.4193548387098
Congo (Brazzaville),2020,August,3758.483870967742
Congo (Brazzaville),2020,September,4876.4
Congo (Brazzaville),2020,October,5161.193548387097
Congo (Brazzaville),2020,November,5517.3
Congo (Brazzaville),2020,December,6257.032258064516
Congo (Brazzaville),2021,January,7497.290322580645
Congo (Brazzaville),2021,February,8374.107142857143
Congo (Brazzaville),2021,March,9387.032258064517
Congo (Brazzaville),2021,April,10135.633333333333
Congo (Brazzaville),2021,May,11335.806451612903
Congo (Brazzaville),2021,June,12189.233333333334
Congo (Brazzaville),2021,July,12932.483870967742
Congo (Brazzaville),2021,August,13373.354838709678
Congo (Brazzaville),2021,September,13815.766666666666
Congo (Brazzaville),2021,October,15698.258064516129
Congo (Brazzaville),2021,November,18387.633333333335
Congo (Brazzaville),2021,December,19312.709677419356
Congo (Brazzaville),2022,January,22644.0
Congo (Brazzaville),2022,February,23853.178571428572
Congo (Brazzaville),2022,March,24047.548387096773
Congo (Brazzaville),2022,April,24077.933333333334
Congo (Brazzaville),2022,May,24079.0
Congo (Brazzaville),2022,June,24126.366666666665
Congo (Brazzaville),2022,July,24481.1935483871
Congo (Brazzaville),2022,August,24817.0
Congo (Brazzaville),2022,September,24837.0
Congo (Brazzaville),2022,October,24837.0
Congo (Brazzaville),2022,November,25095.966666666667
Congo (Brazzaville),2022,December,25375.0
Congo (Brazzaville),2023,January,25375.0
Congo (Brazzaville),2023,February,25127.928571428572
Congo (Brazzaville),2023,March,25079.222222222223
Congo (Kinshasa),2020,January,0.0
Congo (Kinshasa),2020,February,0.0
Congo (Kinshasa),2020,March,20.70967741935484
Congo (Kinshasa),2020,April,287.96666666666664
Congo (Kinshasa),2020,May,1555.741935483871
Congo (Kinshasa),2020,June,5083.933333333333
Congo (Kinshasa),2020,July,8176.1612903225805
Congo (Kinshasa),2020,August,9626.516129032258
Congo (Kinshasa),2020,September,10404.833333333334
Congo (Kinshasa),2020,October,10979.0
Congo (Kinshasa),2020,November,11921.933333333332
Congo (Kinshasa),2020,December,15015.258064516129
Congo (Kinshasa),2021,January,20432.0
Congo (Kinshasa),2021,February,24360.35714285714
Congo (Kinshasa),2021,March,27130.09677419355
Congo (Kinshasa),2021,April,28916.3
Congo (Kinshasa),2021,May,30651.870967741936
Congo (Kinshasa),2021,June,36208.26666666667
Congo (Kinshasa),2021,July,45553.25806451613
Congo (Kinshasa),2021,August,52945.48387096774
Congo (Kinshasa),2021,September,56171.433333333334
Congo (Kinshasa),2021,October,57273.54838709677
Congo (Kinshasa),2021,November,57823.066666666666
Congo (Kinshasa),2021,December,64423.354838709674
Congo (Kinshasa),2022,January,82026.51612903226
Congo (Kinshasa),2022,February,85764.46428571429
Congo (Kinshasa),2022,March,86396.96774193548
Congo (Kinshasa),2022,April,86903.83333333333
Congo (Kinshasa),2022,May,87450.64516129032
Congo (Kinshasa),2022,June,90051.5
Congo (Kinshasa),2022,July,91753.54838709677
Congo (Kinshasa),2022,August,92460.45161290323
Congo (Kinshasa),2022,September,92777.8
Congo (Kinshasa),2022,October,92977.03225806452
Congo (Kinshasa),2022,November,93576.33333333333
Congo (Kinshasa),2022,December,94747.29032258065
Congo (Kinshasa),2023,January,95301.74193548386
Congo (Kinshasa),2023,February,95607.17857142857
Congo (Kinshasa),2023,March,95749.0
Costa Rica,2020,January,0.0
Costa Rica,2020,February,0.0
Costa Rica,2020,March,96.35483870967742
Costa Rica,2020,April,595.5333333333333
Costa Rica,2020,May,861.1935483870968
Costa Rica,2020,June,1943.9666666666667
Costa Rica,2020,July,9985.032258064517
Costa Rica,2020,August,28727.16129032258
Costa Rica,2020,September,59040.833333333336
Costa Rica,2020,October,93583.83870967742
Costa Rica,2020,November,124496.36666666667
Costa Rica,2020,December,154715.93548387097
Costa Rica,2021,January,183258.61290322582
Costa Rica,2021,February,199793.14285714287
Costa Rica,2021,March,210410.25806451612
Costa Rica,2021,April,229096.36666666667
Costa Rica,2021,May,285443.0967741936
Costa Rica,2021,June,345299.9666666667
Costa Rica,2021,July,388374.4193548387
Costa Rica,2021,August,433314.22580645164
Costa Rica,2021,September,499832.5
Costa Rica,2021,October,549602.7419354839
Costa Rica,2021,November,564409.9333333333
Costa Rica,2021,December,568476.9354838709
Costa Rica,2022,January,621268.8064516129
Costa Rica,2022,February,763287.7142857143
Costa Rica,2022,March,825800.0645161291
Costa Rica,2022,April,844959.7666666667
Costa Rica,2022,May,871702.4516129033
Costa Rica,2022,June,904934.0
Costa Rica,2022,July,942343.7096774194
Costa Rica,2022,August,1063331.4838709678
Costa Rica,2022,September,1104133.8666666667
Costa Rica,2022,October,1127378.1290322582
Costa Rica,2022,November,1141131.2
Costa Rica,2022,December,1154068.5483870967
Costa Rica,2023,January,1174625.1935483871
Costa Rica,2023,February,1192848.2857142857
Costa Rica,2023,March,1205399.7777777778
Cote d'Ivoire,2020,January,0.0
Cote d'Ivoire,2020,February,0.0
Cote d'Ivoire,2020,March,33.903225806451616
Cote d'Ivoire,2020,April,697.8
Cote d'Ivoire,2020,May,2034.4516129032259
Cote d'Ivoire,2020,June,5899.8
Cote d'Ivoire,2020,July,13308.58064516129
Cote d'Ivoire,2020,August,17056.935483870966
Cote d'Ivoire,2020,September,19049.133333333335
Cote d'Ivoire,2020,October,20235.516129032258
Cote d'Ivoire,2020,November,20992.466666666667
Cote d'Ivoire,2020,December,21796.354838709678
Cote d'Ivoire,2021,January,25091.483870967742
Cote d'Ivoire,2021,February,30897.89285714286
Cote d'Ivoire,2021,March,38378.87096774193
Cote d'Ivoire,2021,April,45342.333333333336
Cote d'Ivoire,2021,May,46675.87096774193
Cote d'Ivoire,2021,June,47820.1
Cote d'Ivoire,2021,July,49125.74193548387
Cote d'Ivoire,2021,August,52648.67741935484
Cote d'Ivoire,2021,September,58404.9
Cote d'Ivoire,2021,October,60929.25806451613
Cote d'Ivoire,2021,November,61527.166666666664
Cote d'Ivoire,2021,December,62981.354838709674
Cote d'Ivoire,2022,January,78153.96774193548
Cote d'Ivoire,2022,February,81170.42857142857
Cote d'Ivoire,2022,March,81622.19354838709
Cote d'Ivoire,2022,April,81845.56666666667
Cote d'Ivoire,2022,May,82037.7741935484
Cote d'Ivoire,2022,June,82644.7
Cote d'Ivoire,2022,July,84457.51612903226
Cote d'Ivoire,2022,August,86157.41935483871
Cote d'Ivoire,2022,September,86990.4
Cote d'Ivoire,2022,October,87553.41935483871
Cote d'Ivoire,2022,November,87855.06666666667
Cote d'Ivoire,2022,December,87910.6129032258
Cote d'Ivoire,2023,January,87961.83870967742
Cote d'Ivoire,2023,February,88080.46428571429
Cote d'Ivoire,2023,March,88238.44444444444
Croatia,2020,January,0.0
Croatia,2020,February,0.6206896551724138
Croatia,2020,March,206.58064516129033
Croatia,2020,April,1654.8666666666666
Croatia,2020,May,2197.8709677419356
Croatia,2020,June,2344.366666666667
Croatia,2020,July,4026.1612903225805
Croatia,2020,August,7011.387096774193
Croatia,2020,September,13845.1
Croatia,2020,October,26824.90322580645
Croatia,2020,November,86641.06666666667
Croatia,2020,December,178681.29032258064
Croatia,2021,January,223263.64516129033
Croatia,2021,February,237771.17857142858
Croatia,2021,March,254235.03225806452
Croatia,2021,April,302121.2
Croatia,2021,May,348316.32258064515
Croatia,2021,June,358572.36666666664
Croatia,2021,July,361501.03225806454
Croatia,2021,August,367877.4193548387
Croatia,2021,September,388284.36666666664
Croatia,2021,October,430329.96774193546
Croatia,2021,November,542054.6333333333
Croatia,2021,December,664546.5483870967
Croatia,2022,January,820444.5161290322
Croatia,2022,February,1015383.7142857143
Croatia,2022,March,1077756.9032258065
Croatia,2022,April,1111966.0
Croatia,2022,May,1131026.677419355
Croatia,2022,June,1141311.8
Croatia,2022,July,1166920.7741935484
Croatia,2022,August,1201396.6451612904
Croatia,2022,September,1223100.6666666667
Croatia,2022,October,1241015.4838709678
Croatia,2022,November,1250514.7333333334
Croatia,2022,December,1258725.2258064516
Croatia,2023,January,1266297.8387096773
Croatia,2023,February,1268322.2142857143
Croatia,2023,March,1269140.4444444445
Cuba,2020,January,0.0
Cuba,2020,February,0.0
Cuba,2020,March,32.903225806451616
Cuba,2020,April,847.9333333333333
Cuba,2020,May,1837.0967741935483
Cuba,2020,June,2247.633333333333
Cuba,2020,July,2447.0
Cuba,2020,August,3310.3548387096776
Cuba,2020,September,4840.266666666666
Cuba,2020,October,6206.322580645161
Cuba,2020,November,7609.6
Cuba,2020,December,9865.483870967742
Cuba,2021,January,17884.129032258064
Cuba,2021,February,38860.57142857143
Cuba,2021,March,62883.32258064516
Cuba,2021,April,91285.23333333334
Cuba,2021,May,124582.32258064517
Cuba,2021,June,162943.03333333333
Cuba,2021,July,275034.8387096774
Cuba,2021,August,527962.7096774194
Cuba,2021,September,771915.5666666667
Cuba,2021,October,927439.6129032258
Cuba,2021,November,958657.7333333333
Cuba,2021,December,963973.4838709678
Cuba,2022,January,1000787.6774193548
Cuba,2022,February,1060443.5
Cuba,2022,March,1079322.2580645161
Cuba,2022,April,1098379.0333333334
Cuba,2022,May,1104484.4838709678
Cuba,2022,June,1105685.4
Cuba,2022,July,1106870.4838709678
Cuba,2022,August,1109514.8387096773
Cuba,2022,September,1110953.8666666667
Cuba,2022,October,1111249.8064516129
Cuba,2022,November,1111330.0333333334
Cuba,2022,December,1111656.2258064516
Cuba,2023,January,1112261.2903225806
Cuba,2023,February,1112526.5357142857
Cuba,2023,March,1112623.7777777778
Cyprus,2020,January,0.0
Cyprus,2020,February,0.0
Cyprus,2020,March,58.903225806451616
Cyprus,2020,April,641.4333333333333
Cyprus,2020,May,906.8709677419355
Cyprus,2020,June,977.0666666666667
Cyprus,2020,July,1028.7096774193549
Cyprus,2020,August,1322.6451612903227
Cyprus,2020,September,1569.2
Cyprus,2020,October,2571.1612903225805
Cyprus,2020,November,7224.033333333334
Cyprus,2020,December,15878.709677419354
Cyprus,2021,January,28331.354838709678
Cyprus,2021,February,32994.96428571428
Cyprus,2021,March,40645.48387096774
Cyprus,2021,April,55519.73333333333
Cyprus,2021,May,71305.09677419355
Cyprus,2021,June,74579.93333333333
Cyprus,2021,July,89878.87096774194
Cyprus,2021,August,110236.03225806452
Cyprus,2021,September,118198.9
Cyprus,2021,October,122095.51612903226
Cyprus,2021,November,128446.96666666666
Cyprus,2021,December,144928.93548387097
Cyprus,2022,January,220503.67741935485
Cyprus,2022,February,293101.14285714284
Cyprus,2022,March,368571.51612903224
Cyprus,2022,April,460968.73333333334
Cyprus,2022,May,485693.1612903226
Cyprus,2022,June,496515.0
Cyprus,2022,July,539518.8064516129
Cyprus,2022,August,571140.2258064516
Cyprus,2022,September,581392.1333333333
Cyprus,2022,October,593186.7741935484
Cyprus,2022,November,607065.1666666666
Cyprus,2022,December,623787.2903225806
Cyprus,2023,January,637528.0645161291
Cyprus,2023,February,645990.4642857143
Cyprus,2023,March,650331.2222222222
Czechia,2020,January,0.0
Czechia,2020,February,0.0
Czechia,2020,March,838.1935483870968
Czechia,2020,April,6133.366666666667
Czechia,2020,May,8483.193548387097
Czechia,2020,June,10262.966666666667
Czechia,2020,July,13894.90322580645
Czechia,2020,August,20275.709677419356
Czechia,2020,September,43487.03333333333
Czechia,2020,October,175587.32258064515
Czechia,2020,November,453903.8333333333
Czechia,2020,December,604641.8064516129
Czechia,2021,January,869649.0322580645
Czechia,2021,February,1099204.107142857
Czechia,2021,March,1406814.7419354839
Czechia,2021,April,1590609.6333333333
Czechia,2021,May,1650633.8387096773
Czechia,2021,June,1665149.3
Czechia,2021,July,1670483.064516129
Czechia,2021,August,1676405.2258064516
Czechia,2021,September,1684856.3666666667
Czechia,2021,October,1714812.8709677418
Czechia,2021,November,1929981.5666666667
Czechia,2021,December,2353898.7419354836
Czechia,2022,January,2690469.35483871
Czechia,2022,February,3555785.785714286
Czechia,2022,March,3931295.0967741935
Czechia,2022,April,4130632.2666666666
Czechia,2022,May,4178891.935483871
Czechia,2022,June,4190618.466666667
Czechia,2022,July,4229753.483870967
Czechia,2022,August,4313018.064516129
Czechia,2022,September,4392084.833333333
Czechia,2022,October,4487796.806451613
Czechia,2022,November,4527742.766666667
Czechia,2022,December,4570720.935483871
Czechia,2023,January,4585116.612903226
Czechia,2023,February,4598460.071428572
Czechia,2023,March,4614361.222222222
Denmark,2020,January,0.0
Denmark,2020,February,0.1724137931034483
Denmark,2020,March,1055.5483870967741
Denmark,2020,April,6784.9
Denmark,2020,May,10929.741935483871
Denmark,2020,June,12445.6
Denmark,2020,July,13377.161290322581
Denmark,2020,August,15831.90322580645
Denmark,2020,September,21939.466666666667
Denmark,2020,October,36007.8064516129
Denmark,2020,November,63895.0
Denmark,2020,December,121533.54838709677
Denmark,2021,January,186621.61290322582
Denmark,2021,February,205521.07142857142
Denmark,2021,March,221964.12903225806
Denmark,2021,April,241657.83333333334
Denmark,2021,May,267104.29032258067
Denmark,2021,June,290450.3333333333
Denmark,2021,July,305370.2580645161
Denmark,2021,August,332975.6129032258
Denmark,2021,September,354697.36666666664
Denmark,2021,October,372050.7419354839
Denmark,2021,November,436483.7
Denmark,2021,December,615069.4838709678
Denmark,2022,January,1217293.9677419355
Denmark,2022,February,2384096.75
Denmark,2022,March,3003769.35483871
Denmark,2022,April,3140396.466666667
Denmark,2022,May,3174752.0
Denmark,2022,June,3197009.1666666665
Denmark,2022,July,3250186.7419354836
Denmark,2022,August,3302274.064516129
Denmark,2022,September,3331634.966666667
Denmark,2022,October,3365249.064516129
Denmark,2022,November,3390564.7333333334
Denmark,2022,December,3417945.709677419
Denmark,2023,January,3442750.580645161
Denmark,2023,February,3448321.4285714286
Denmark,2023,March,3450512.111111111
Diamond Princess,2020,January,0.0
Diamond Princess,2020,February,347.44827586206895
Diamond Princess,2020,March,708.6451612903226
Diamond Princess,2020,April,712.0
Diamond Princess,2020,May,712.0
Diamond Princess,2020,June,712.0
Diamond Princess,2020,July,712.0
Diamond Princess,2020,August,712.0
Diamond Princess,2020,September,712.0
Diamond Princess,2020,October,712.0
Diamond Princess,2020,November,712.0
Diamond Princess,2020,December,712.0
Diamond Princess,2021,January,712.0
Diamond Princess,2021,February,712.0
Diamond Princess,2021,March,712.0
Diamond Princess,2021,April,712.0
Diamond Princess,2021,May,712.0
Diamond Princess,2021,June,712.0
Diamond Princess,2021,July,712.0
Diamond Princess,2021,August,712.0
Diamond Princess,2021,September,712.0
Diamond Princess,2021,October,712.0
Diamond Princess,2021,November,712.0
Diamond Princess,2021,December,712.0
Diamond Princess,2022,January,712.0
Diamond Princess,2022,February,712.0
Diamond Princess,2022,March,712.0
Diamond Princess,2022,April,712.0
Diamond Princess,2022,May,712.0
Diamond Princess,2022,June,712.0
Diamond Princess,2022,July,712.0
Diamond Princess,2022,August,712.0
Diamond Princess,2022,September,712.0
Diamond Princess,2022,October,712.0
Diamond Princess,2022,November,712.0
Diamond Princess,2022,December,712.0
Diamond Princess,2023,January,712.0
Diamond Princess,2023,February,712.0
Diamond Princess,2023,March,712.0
Djibouti,2020,January,0.0
Djibouti,2020,February,0.0
Djibouti,2020,March,4.032258064516129
Djibouti,2020,April,542.7666666666667
Djibouti,2020,May,1750.1290322580646
Djibouti,2020,June,4405.766666666666
Djibouti,2020,July,4957.903225806452
Djibouti,2020,August,5343.193548387097
Djibouti,2020,September,5398.666666666667
Djibouti,2020,October,5472.290322580645
Djibouti,2020,November,5639.5
Djibouti,2020,December,5754.129032258064
Djibouti,2021,January,5893.032258064516
Djibouti,2021,February,5990.607142857143
Djibouti,2021,March,6578.967741935484
Djibouti,2021,April,10029.266666666666
Djibouti,2021,May,11403.58064516129
Djibouti,2021,June,11577.866666666667
Djibouti,2021,July,11623.838709677419
Djibouti,2021,August,11686.548387096775
Djibouti,2021,September,12035.433333333332
Djibouti,2021,October,13298.709677419354
Djibouti,2021,November,13496.7
Djibouti,2021,December,13540.806451612903
Djibouti,2022,January,14741.09677419355
Djibouti,2022,February,15528.0
Djibouti,2022,March,15567.741935483871
Djibouti,2022,April,15599.833333333334
Djibouti,2022,May,15648.032258064517
Djibouti,2022,June,15685.833333333334
Djibouti,2022,July,15690.0
Djibouti,2022,August,15690.0
Djibouti,2022,September,15690.0
Djibouti,2022,October,15690.0
Djibouti,2022,November,15690.0
Djibouti,2022,December,15690.0
Djibouti,2023,January,15690.0
Djibouti,2023,February,15690.0
Djibouti,2023,March,15690.0
Dominica,2020,January,0.0
Dominica,2020,February,0.0
Dominica,2020,March,2.5483870967741935
Dominica,2020,April,15.333333333333334
Dominica,2020,May,16.0
Dominica,2020,June,17.933333333333334
Dominica,2020,July,18.0
Dominica,2020,August,18.580645161290324
